"organid"	"aids"	"pitch"	"temperature"	"range1"	"range2"	"windSys"	"windPres"	"consoleLoc"
"Part02_109HOORN"	"koppelingen HW-RP, Ped-HW
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"80 mm"	"voorzijde hoofdkas"
"Part02_038THORN"	""	""	""	""	""	""	""	""
"Part02_080LOCH"	"koppelingen HW-OP, Ped-HW
tremulant OP"	"a1 = 415 Hz"	"Chaumont"	"C-f3"	"C-f1"	"één spaanbalg"	"70mm"	"achterzijde hoofdkas"
"Part02_073GRAVH"	""	""	""	"C-e3"	""	"magazijnbalg"	""	"voorzijde"
"Part02_004LEEUW"	"koppelingen RP-HW, HW-BW, Ped-RP, Ped-HW
tremulanten RP en BW
vier afsluiters"	"a1 = 460 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"vier staande spaanbalgen"	"82 mm"	"voorzijde hoofdkas"
"Part02_105OOSTE"	"tremulant"	"a1 = 449 Hz"	"Neidhardt III"	"C-d3"	"C-e"	"twee spaanbalgen"	"70 mm"	"voorzijde"
"Part02_065GAMER"	""	"a1 = ca 437 Hz"	"Werckmeister III"	"C-c3"	"C-g"	"magazijnbalg"	"61 mm"	"rechterzijde"
"Part02_046MELIS"	"tremulant
windlozer"	"a1 = 415 Hz"	"evenredig zwevend"	"C-c3"	""	"agazijnbalg"	"48 mm"	"voorzijde"
"Part02_050CULEM"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-c3"	"C-f"	"spaanbalg"	"80 mm"	"linkerzijde"
"Part02_081PAESS"	"tremulant"	"a1 = ca 430 Hz"	"evenredig zwevend"	"C-c3"	"C-f"	"magazijnbalg"	"niet te meten (orgel buiten gebruik)"	"oorspronkelijk achterzijde kas, thans linkerzijkant"
"Part02_083AALTE"	"koppelingen HW-RP, Ped-HW, Ped-RP
tremulanten gehele werk, RP"	"a1 = 440 Hz"	"Werckmeister I"	"C-f3"	"C-f1"	"drie spaanbalgen"	"HW, RP, EP 69 mm; Ped 72 mm"	"voorzijde hoofdkas"
"Part02_002GRAVH"	"koppelingen HW-RP, Ped-HW
tremulant"	"a1 = 415 Hz"	"Kirnberger III"	"C-c3"	"C-d1"	"twee spaanbalgen"	"74 mm"	"voorzijde hoofdkas"
"Part02_115TILBU"	"koppeling Ped-HW
tremulant
ventiel"	"a1 = 430 Hz"	"evenredig zwevend"	"C-d3"	"C-d1"	"twee spaanbalgen"	"77 mm"	"voorzijde"
"Part02_069ALKMA"	"koppeling HW-BW
tremulant"	"a1 = 440 Hz"	"Werckmeister III"	"C-f3"	"C-d1"	"magazijnbalg"	"68 mm"	"linkerzijde"
"Part02_027RAVEN"	"koppelingen HW-Pos, Ped-HW, Ped-Pos"	"a1 = 415 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"75 mm"	"voorzijde"
"Part02_128WOERD"	"koppelingen Hw-Rp B/D, Ped-HW
tremulant Vox Humana HW, RP"	"a1 = 433 Hz"	"evenredig zwevend"	"C-d3"	"C-d1"	"vijf spaanbalgen"	"82 mm"	"voorzijde hoofdkas"
"Part02_010ROZEN"	"ventiel"	"a1 = 434 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"74 mm"	"rechterzijde"
"Part02_108EST"	""	"a1 = 406 Hz"	"Neidhardt III"	"C-d3"	""	"twee spaanbalgen"	"68 mm"	"achterzijde"
"Part02_074MUNNE"	"ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-e"	"magazijnbalg"	"85 mm"	"rechterzijde"
"Part05_104DELFT"	""	"a1 = 435 Hz"	"evenredig zwevend"	"C-g3"	""	"magazijnbalg"	".. mm"	"voorzijde"
"Part05_047ANKEV"	"tramblant"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg"	"79 mm"	"achterzijde"
"Part05_117KROMN"	"koppeling HW-BW B/D
tremulant BW
afsluiters HW, BW"	"a1 ="	"evenredig zwevend"	"C-f3"	"C-c1"	""	".. mm"	"linkerzijde"
"Part05_119OOSTH"	"klavierkoppel
tremulant
afsluitingen HW, OP
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"magazijnbalg met schepbalgen"	"75 mm"	"linkerzijde"
"Part05_009WIJKB"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-c3"	"C-"	"regulateurbalg"	"78 mm"	"voorzijde"
"Part05_048GOUDA"	"koppeling HW-BW B/D
tremulant (gehele werk)"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"62 mm"	"achterzijde"
"Part05_116EERSE"	"koppeling Man-Ped"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"één spaanbalg"	"72 mm"	"voorzijde"
"Part05_094GEMER"	"koppeling HW-OP
tremulant OP
ventiel"	"a1 = 415 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"vier spaanbalgen (1833, één in gebruik), regulateur"	"75 mm"	"rechterzijde"
"Part05_017SINT"	"tremulant
windzicht"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	""	"magazijnbalg"	"55 mm"	"voorzijde"
"Part05_128HUMME"	"ventil"	"a1 ="	"evenredig zwevend"	"C-f3"	"C-f"	""	".. mm"	"linkerzijde"
"Part05_030VLAAR"	"koppelingen GO-Pos, GO-BW (beide als schuifkoppel), Ped-GO
tremblant doux, tremblant fort, tremblant (BW)
rossignol
ventil
calcant"	"a1 =   Hz"	""	"GO en Pos G1A1-f3, BW F1-f3, Echo f-f3"	"C-f1"	"vier spaanbalgen ?"	".. mm"	"voorzijde hoofdkas"
"Part05_090MUNST"	"Koplon (Ped-Man)"	"a1 = 430 Hz"	"evenredig zwevend"	"C-f3"	"C-b"	"Magazijnbalg met twee schepbalgen"	".. mm"	"linkerzijde"
"Part05_064PEINS"	"ventiel"	"a1 = 432 Hz"	"evenredig zwevend"	"C-f3"	"C-d"	"magazijnbalg"	"72 mm"	"rechterzijde"
"Part05_005HAVEL"	"koppeling HW-BW B/D
afsluiters HW, BW
muette"	"a1 = ... Hz"	"evenredig zwevend"	"C-f3"	"C-a"	"magazijnbalg"	"76 mm"	"rechterzijde"
"Part05_021OMMEN"	"koppelingen HW-RP, Ped-HW, Ped-RP
tremulant RP"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met regulateurbalgjes onder de laden"	"68 mm"	"voorzijde"
"Part05_077ROTT"	"koppelingen HW-BW B/D, Ped-HW, Ped-BW
afsluitingen HW, BW
tremulant BW
cimbelster"	"a1 = 440 Hz"	"1/6 komma"	"C-f3"	"C-d1"	"beweegbare ladebodems"	"72 mm"	"rechterzijde"
"Part05_044HUIZ"	"koppeling HW-BW
tremblement BW
afsluitingen HW, BW"	"a1 = 428 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"drie spaanbalgen (1825)"	"62 mm"	"linkerzijde"
"Part05_007METSL"	"koppelingen HW-RP (schuifkoppel), Ped-HW of Ped-RP (wisselkoppel)
tremulant
twee afsluitingen
ventiel"	"a1 = 415 Hz"	"evenredig zwevend"	"C-f3"	"C-h"	"magazijnbalg met twee schepbalgen (1913)"	"62 mm"	"voorzijde hoofdkas"
"Part05_141VIANE"	"tremulant"	"a1 = 420 Hz"	"evenredig zwevend"	"C-f3"	""	"magazijnbalg met schepbalgje"	"80 mm"	"voorzijde"
"Part05_095HEEMS"	"koppeling HW-OP B/D"	"a1 ="	"..."	"C-f3"	"C-g"	"één spaanbalg (1833)"	".. mm"	"vrijstaande speeltafel"
"Part05_015REUSE"	"trémolo Pos (uitgevoerd als trede)
koppeling Man-Pos (uitgevoerd als trede)"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg met drie schepbalgen, schokbalg en pompinstallatie (1880)"	"78 mm"	"linkerzijde"
"Part05_139NWBEY"	""	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"oude schepbalg, gebruikt als magazijn"	"65 mm"	"voorzijde"
"Part05_084MARRU"	"koppelingen HW-RP B/D, Ped-HW
tremulant
ventiel"	"niet meetbaar"	"niet vast te stellen"	"C-f3"	"C-d1"	"magazijnbalg met schepbalgen (1878)"	"niet meetbaar"	"voorzijde hoofdkas"
"Part05_110UITHO"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"mm"	"linkerzijde"
"Part05_073HILVE"	""	"a1 = Hz"	""	"C-f3"	"C-d1"	""	".. mm"	"voorzijde"
"Part05_100SIMPV"	"koppelingen I-II, I-II 4', P-I, P-II, P-II 4'
tremolo
autom. Ped.
vaste combinaties P - MF - F, vrije comb., tongw. af
generaal crescendo"	"a1 = 440 Hz"	"evenredig zwevend"	""	""	"magazijnbalg"	"mm"	"vrijstaande speeltafel rechts naast het orgel"
"Part05_134STRIJ"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulanten HW, BW
calcant
* transmissie van Praestant 16' HW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"twee spaanbalgen (1840)"	"78 mm"	"rechterzijde"
"Part05_115DEURN"	"koppelingen"	"a1 ="	"evenredig zwevend"	"C-f3"	"C-d1"	""	".. mm"	""
"Part05_101VORDE"	"koppeling HW-BW B/D
tremulant BW
afsluiter BW
windlosser"	"a1 = 438 Hz"	"Neidhardt 1724"	"C-f3"	"C-d1"	"drie spaanbalgen (1834)"	"72 mm"	"linkerzijde"
"Part05_079WOERD"	"koppeling Manuaal-Pedaal
tremulant"	"a1 = 4.. Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg in onderkas"	"63 mm"	"voorzijde"
"Part05_028KATWK"	"(Pédales de Combinaison)
appel des 32'
tirasse GO, Pos, Réc
jeux de combinaisons Péd, GO, Réc
appel anches Pos
appel et renvoi Chamade
expression Réc
Copula GO-Pos, GO-Réc, GO-Réc 16', GO-Echo-Chamade, Réc-Echo-Chamade
appel et renvoi trémolo Pos, GO, Réc (ook te bedienen via registerknoppen)"	"a1 = 440 Hz"	"evenredig zwevend"	"C-g3"	"C-f1"	"elf balgen"	"GO 87 mm, Pos 74 mm, Réc 94 mm, Echo 70 mm, Chamade 116 mm, Pédale Soubasse 32' en 16' 91 mm, Contrebasse 16' t/m labialen 8' 100 mm, labialen 6 2/5 t/m 4' 88 mm, tongwerken 105 mm, Barker-machines 124 mm"	"voorzijde hoofdkas"
"Part05_049HARDB"	"koppelingen HW-OP, Ped-HW, Ped-OP
tremulant (gehele werk)"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"spaanbalg met voorbalg"	"70 mm"	"rechterzijde"
"Part05_063OLDEM"	"schuifkoppeling HW-OP
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"72 mm"	"linkerzijde"
"Part05_060LEKKU"	"pedaalkoppel
tremulant
afsluiting"	"a1 = 430 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg (1913)"	"65 mm"	"rechterzijde"
"Part05_024VEENH"	"pedaalkoppel
tremulant
afsluiting
windlossing"	"a1 = 450 Hz"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg"	"61 mm"	"voorzijde hoofdkas"
"Part05_111WARNS"	""	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"drie spaanbalgen (1836)"	"76 mm"	"linkerzijde"
"Part05_109MAARS"	""	"a1 = 447 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"75 mm"	"rechterzijde"
"Part05_083HERBO"	"koppelingen HW-BW, Ped-HW
tremulant BW
afsluitingen HW, BW, Ped
calcantenklok (buiten werking)
ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"drie spaanbalgen (1831)"	"70 mm"	"voorzijde hoofdkas"
"Part05_120WOUDR"	""	""	""	""	""	""	""	""
"Part05_098IJLST"	"koppeling HW-BW
tremulant"	"a1 = 434 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg"	"85 mm"	"rechterzijde"
"Part05_042DREU"	"ventiel"	"a1 ="	"evenredig zwevend"	"C-f3"	"C-H"	"magazijnbalg"	"mm"	""
"Part05_106ASSDE"	"koppeling HW-OP
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-c1"	"... magazijnbalgen"	".. mm"	"linkerzijde"
"Part05_121BREDA"	""	"a1 ="	"evenredig zwevend"	"C-f3"	""	"magazijnbalg met schepbalgen"	".. mm"	"linkerzijde"
"Part05_113NWERK"	"koppeling Ped-Man"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"72 mm"	"linkerzijde"
"Part05_032WAALW"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant BW"	"a1 = 440 Hz"	"...."	"C-f3"	"C-d1"	"magazijnbalg"	"mm"	"linkerzijde"
"Part05_022SIDDE"	"tremulant (buiten gebruik)"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg (1956)"	"79 mm"	"voorzijde"
"Part05_002AMERS"	"koppeling HW-BW
tremulant"	"a1 = ... Hz"	"...."	"C-f3"	"C-d1"	"..."	".. Mm"	"..."
"Part05_006LEEUW"	"ventiel"	"a1 = ... Hz"	"..."	"C-f3"	""	"magazijnbalg"	".. mm"	"voorzijde"
"Part05_035KRIMP"	"accouplement clavier
tramblant
ventille"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg (ca 1890)"	"68 mm"	"achterzijde"
"Part05_096BEMME"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant"	"a1 ="	"evenredig zwevend"	"C-e3"	"C-d1"	"magazijnbalg?"	".. mm"	"linkerzijde"
"Part05_003FRIEN"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	""	"magazijnbalg met één schepbalgje (1819)"	"55 mm"	"voorzijde"
"Part05_045WADNX"	"tremolo
windwijzer
piano-trede"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-h"	"magazijnbalg (1825?)"	"70 mm"	"achterzijde"
"Part05_040BEESD"	"manuaalkoppel
ventiel
calcant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"85 Mm"	"linkerzijde"
"Part05_081DINXP"	"koppelingen HW-OP, Ped-HW, Ped-OP"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"vier spaanbalgen (1831)"	"78 mm"	"linkerzijde hoofdkas, achter schijnpedaaltoren"
"Part05_082GRONG"	"koppelingen HW-RP, HW-BW, Ped-HW, Ped-RP
tremulanten RP, BW
windlosser"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg (1912) en twee regulateurbalgen"	"HW, RP, BW 78,5 mm; Ped 99,5 mm"	"voorzijde hoofdkas"
"Part05_138CULMB"	"manuaalkoppeling
ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"70 mm"	"linkerzijde"
"Part05_068DEHOE"	"koppeling HW-Pos B/D
tramblant
ventiel"	"a1 = 443 Hz"	"gebaseerd op Werckmeister III"	"C-f3"	"C-f"	"magazijnbalg"	"72 mm"	"rechterzijde"
"Part05_112ALPHE"	""	""	""	""	""	""	""	""
"Part05_031ENGWI"	"pedaalkoppel (trede)
tremulant (inliggend, 1823)
afsluiting (knop gebruikt voor Subbas 16')"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg (1885)"	"67 mm"	"voorzijde"
"Part05_014HAT"	""	"a1 ="	""	"CD-f3"	""	""	".. mm"	"voorzijde"
"Part05_065aZALTB.MAR"	"koppelingen HW-NW, Ped-HW
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"magazijnbalg (1881)"	"80 mm"	"......zijde"
"Part05_088BROEK"	"koppelingen HW-BW, Ped-HW
tramblant BW
piano-forte inrichting"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"drie spaanbalgen (1832)"	"84 mm"	"linkerzijde"
"Part05_025WIER"	"koppelingen HW-BW, Ped-HW
afsluitingen HW, BW
tremulant
ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg (1877)"	"65 mm"	"linkerzijde"
"Part05_075LOSDO"	"tremolo
ventiel"	"a1 =   Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	".. mm"	"linkerzijde"
"Part05_114CULB"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	""	"enkelvouwige magazijnbalg"	"52 mm"	"voorzijde"
"Part05_020NIEUW"	"koppeling HW-Pos B/D
tremulant (gehele werk)"	"a1 = 428 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"drie spaanbalgen (1821)"	"81 mm"	"achterzijde"
"Part05_037TETER"	""	"a1 = 425 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg met drie schepbalgen (1879)"	"78 mm"	"linkerzijde"
"Part05_067BEILE"	"piano/forte-trede
windlosser"	"a1 ="	"evenredig zwevend"	"C-g3"	"C-d1"	"magazijnbalg (1862)"	"70 mm"	"rechterzijde"
"Part05_108IJLST"	"koppelingen HW-OP (schuifkoppel), Ped-HW
tremulant
muette (symmetrie-knop)"	"a1 = 440"	"evenredig zwevend"	"C-f3"	"C-g"	"magazijnbalg"	".. mm"	"linkerzijde"
"Part05_118MEERS"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-d3"	""	"magazijnbalg"	".. mm"	"rechterzijde"
"Part05_126ZUIDS"	"koppelingen Swell to Great, Pedals to Great, Double Diapason to Great 
key stop (klavier vergrendeling)
zweltrede (buiten gebruik)
vier vaste combinatie-treden"	"a1 = 440 Hz"	"1/6 komma volgens Padgham"	"C-c4"	"C-f1"	"magazijnbalg met schepbalg"	"63 mm"	"voorzijde"
"Part05_053LEEUW"	"Tremulant"	"n.v.t."	"n.v.t."	"C-c4"	""	"magazijnbalgje"	"n.v.t."	"voorzijde"
"Part05_018BOVE"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulanten HW, BW
zweltrede BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-"	"C-"	""	".. mm"	"rechterzijde"
"Part05_127DELFT"	"koppelingen HW-RP, HW-BW, Ped-HW, Ped-RP (trede)
tremulanten RP, BW"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"HW 86 mm, RP 80 mm, Bw, 76 mm, Ped 85 mm"	"voorzijde hoofdkas"
"Part05_125ZOETE"	"koppelingen HW-BW B/D, Ped-HW
tremulanten HW, BW"	"a1 ="	""	"C-f3"	"C-d1"	"drie spaanbalgen (1839)"	".. mm"	"achterzijde"
"Part05_087ZUTPH"	"manuaalkoppel B/D
tremulant
afsluiters HW, BW
windlosser"	"a1 = 428 Hz"	"gemodificeerde Neidhardt"	""	""	"drie spaanbalgen (1831)"	"63 mm"	"linkerzijde"
"Part05_097BREDE"	""	"a1 = 448 Hz"	""	"C-f3"	"C-f"	"twee spaanbalgen"	"72 mm"	"linkerzijde"
"Part05_036GRAVE"	"koppeling HW-OP B/D
tremulant
windventiel"	"a1 = 434 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"drie spaanbalgen (1824)"	"78 mm"	"achterzijde"
"Part05_059HEUS"	"koppelingen HW-RP B/D, Ped-HW
tremulant RP
afsluitingen HW, RP, Ped
calcant (buiten werking)
ventiel
Samanstelling vulstemmen
Mixtuur HW
C
2
1 1/3
1
f
4
2 2/3
2
1 1/3
Cornet HW  c1   4 - 2 2/3 - 2 - 1 3/5
Sesquialter RP
C
1 1/3
4/5
c
2 2/3
1 3/5"	"a1 =    Hz"	""	"C-f3"	"C-d1"	"magazijnbalg (1984)"	"mm"	"voorzijde hoofdkas"
"Part05_050STEVE"	""	"a1 = 430 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg met schepbalg"	"niet meetbaar"	"voorzijde"
"Part05_027KAMPE"	"koppelingen HW-RP, HW-OP, Ped-HW, Ped-RP, Ped-OP
tremulant RP, tremulant gehele werk"	"a1 = 450 Hz"	"naar Hinsz"	"C-f3"	"C-d1"	"vier spaanbalgen (drie van Hinsz, 1738, een van Van Dijk, 1882)"	"70 mm"	"voorzijde hoofdkas"
"Part05_107HALST"	""	"a1 ="	"evenredig zwevend"	"C-f3"	"C-f"	"magazijnbalg"	".. mm"	"linkerzijde"
"Part05_010DRACH"	"koppelingen HW-RP, Ped-HW
afsluiters HW, RP
ventiel"	"a1 = ... Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"..."	"67 mm"	"voorzijde hoofdkas"
"Part05_055STELL"	"koppelingen HW-NW, Ped-HW, Ped-NW
tremulanten HW, NW"	"a1 ="	""	""	""	""	".. mm"	""
"Part05_051ZWOLL"	"koppelingen HW-RP B/D, Ped-HW, Ped-RP
tremulant RP"	"a1 ="	"..."	"C-f3"	"C-d1"	"...."	".. mm"	"voorzijde hoofdkas"
"Part05_140SUSTE"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-h"	"magazijnbalg met schepbalg"	".. mm"	"linkerzijde"
"Part05_078ADAMC"	"tremblant"	"a1 = 447 Hz"	""	"C-f3"	""	""	"47 mm"	"voorzijde"
"Part05_124WOUDS"	"koppelingen HW-NW, Ped-HW (trede)
tremulant
ventiel"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg (1891)"	"75 mm"	"linkerzijde"
"Part05_105NOORD"	""	"a1 ="	""	"C-f3"	""	"magazijnbalg"	".. mm"	"voorzijde"
"Part05_056TERWO"	"trekkoppeling HW-OP
tremulant (opliggend)"	"a1 = Hz"	""	"C-f3"	"C-d1"	""	".. mm"	""
"Part05_058HARWK"	"tremulant
ventiel"	"a1 = 443 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"één spaanbalg"	"73 mm"	"achterzijde"
"Part05_129LEENS"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant"	"a1 = 435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"regulateurbalg"	"74 mm"	"linkerzijde"
"Part05_041BLADE"	"ventiel"	"a1 = 415 Hz"	"evenredig zwevend"	"C-e3"	""	"magazijnbalg met schepbalg (1825)"	".. mm"	"voorzijde"
"Part05_135BENNE"	"koppeling Manuaal-Pedaal"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	".. mm"	"linkerzijde"
"Part05_029MIDEL"	"koppeling HW-BW B/D
tremulant (opliggend)
afsluitingen HW, BW
windlosser"	"a1 = 429 Hz"	"evenredig zwevend"	"C-g3"	"C-c1"	"drie spaanbalgen (1822)"	"68 mm"	"linkerzijde"
"Part05_074KROMN"	""	"a1 = 435 Hz"	"Werckmeister"	"C-e3"	"C-c1"	"één spaanbalg"	".. mm"	"achterzijde"
"Part05_130NOORD"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant"	"a1 = 442 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"twee spaanbalgen"	"78 mm"	"voorzijde"
"Part05_046HELV"	""	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-h"	"magazijnbalg"	"82 mm"	"linkerzijde"
"Part05_057VINKV"	"koppeling HW-BW B/D
tremblant BW
ventil"	"a1 = 429 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"76 mm"	"linkerzijde"
"Part05_039ZWOLL"	"koppeling HW-RP
afsluiters HW,RP
tremulant"	"a1 =  435 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"vier spaanbalgen (1824)"	"75 mm"	"voorzijde hoofdkas"
"Part05_054BEIJR"	"koppelingen HW-RP,HW-BoW,Ped-HW, Ped-RP, Ped-BoW
tremulanten RP, BoW
zweldeuren BoW"	"a1 = 440 Hz"	""	"C-f3"	"C-f1"	"magazijnbalg (1927) met regulateurs"	".. mm"	"voorzijde hoofdkas"
"Part05_065ZALTB"	"koppelingen HW-NW, Ped-HW
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"magazijnbalg (1881)"	"80 mm"	"......zijde"
"Part05_069FARMS"	"koppelingen HW-RP B/D, Ped-HW
tremulant RP
windlossing HW (feitelijk de tremulant)
afsluitingen HW, RP, Ped"	"a1 = 460 Hz"	"evenredig zwevend"	"C-g3"	"C-d1"	"drie spaanbalgen (1829)"	"75 mm"	"voorzijde hoofdkas"
"Part05_102WINTE"	"koppelingen HW-RP B/D, Ped-HW, Ped-RP
tremulant RP"	"a1 = 440 Hz"	"variant op Werckmeister III"	"C-f3"	"C-d1"	"vier spaanbalgen (1834)"	"75 mm"	"voorzijde hoofdkas"
"Part05_131OOSTH"	"ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-f"	"drie spaanbalgen"	"75 mm"	"rechterzijde"
"Part05_034HULSB"	"accouplements Man-Pos, Man-Pedaal, Vrij Pedaal
ventil"	"niet meetbaar"	"niet vast te stellen"	"C-g3"	"C-d1"	"magazijnbalg"	"niet vast te stellen"	"linkerzijde"
"Part05_016ROLDE"	"koppelingen HW-BW, Ped-HW, Ped-BW
tremulant"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"beweegbare ladebodems met bladveren"	"85 mm"	"rechterzijde"
"Part05_011GREVE"	"koppelingen HW-OP, Ped-HW, Ped-OP
tremulant OP"	"a1 = 410 Hz"	"evenredig zwevend"	"C-f3"	"C-f1"	"magazijnbalg"	".. mm"	"achterzijde"
"Part05_023SOMME"	"tremulant BW
koppeling HW-BW"	"a1 = ... Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"drie spaanbalgen (1821)"	"75 mm"	"linkerzijde"
"Part05_093VEERE"	"tremulant
ventiel
piano/forte-trede"	"a1 = 415 Hz"	"evenredig zwevend"	"C-f3"	""	"magazijnbalg met schepbalg"	"50 mm"	"voorzijde"
"Part05_103ZEVEN"	"manuaalkoppel B/D
tremulant
ventiel"	"a1 = 415 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"90 mm"	"achterzijde"
"Part05_013KRIM"	"koppelingen Great-Swell, Ped-Great, Ped-Swell
tremolo Swell
piano- en forte treden
trede voor Swell"	"a1 = 440 Hz"	"gemodificeerde evenredig zwevende temperatuur"	""	""	"magazijnbalg"	"68 mm"	"voorzijde"
"Part05_089GRIJP"	"koppeling HW-BW
afsluitingen HW, BW
windlosser
nihil"	"a1 = Hz"	"evenredig zwevend"	"C-f3"	"C-d1 (walsbord en mechanieken C-h)"	"drie spaanbalgen"	".. mm"	"achterzijde"
"Part05_137CULMB"	"tremulant (inliggend)
ventiel"	"a1 = 440 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"magazijnbalg"	"68 mm"	"linkerzijde"
"Part05_092THOLE"	"koppelingen HW-BW, RP-HW, Ped-RP
tremulanten RP, BW
afsluitingen HW, RP, BW, Ped"	"a1 = 436 Hz"	"evenredig zwevend"	"C-f3"	"C-d1"	"twee spaanbalgen"	"70 mm"	"voorzijde hoofdkas"
